url,title,date,content,category
https://www.dhakatribune.com/sport/tennis/381440/sinner-lines-up-alcaraz-showdown-in-italian-open,Sinner lines up Alcaraz showdown in Italian Open final,"17 May 2025, 08:13 AM","Alcaraz booked his place in the showdown by beating Sinner's countryman Musetti Jannik Sinner set up a blockbuster Italian Open final with Carlos Alcaraz by beating Tommy Paul 1-6, 6-0, 6-3 Friday. World No 1 Sinner fought back from a set down in front of a packed crowd to continue his march towards a first title at Foro Italico. After a strangely slow start, Sinner again showed good form on centre court where, since returning to action last week from a three-month doping ban, he has taken his unbeaten run to 26 matches. And the 23-year old will face down Alcaraz, the last man to beat Sinner in the final at the China Open in early October, with all eyes on another potential final between the pair at the French Open next month. A win for Sinner against his rival would see the men's Rome title go to an Italian for the first time since Adriano Panatta in 1976. ""If I want to win Sunday I have to play one of my best tennis for sure,"" said Sinner. ""Carlos has played incredible tennis, so let's see what's coming but from my side you know incredible to be here in the final."" Alcaraz booked his place in the showdown by beating Sinner's countryman Lorenzo Musetti 6-3, 7-6 (7/4). The four-time Grand Slam champion overcame Musetti and the windy conditions in just over two hours to reach his fourth final of the season. ""I'm going to have dinner, but my phone is going to be there watching (Sinner's) match,"" said Alcaraz after his win. ""I have to know against who I'm going to play. I have to watch the match and see how they are going to play."" Musetti was beaten by Alcaraz in the Monte Carlo final last month and fell to his fifth straight defeat to the Spaniard after a frustrating display. And he believes that Alcaraz will have the better of it against Sinner if he brings his top form Sunday evening. ""I really rate Carlos. I think on clay that the best version of Carlos is favourite against anyone...that includes Jannik,"" he told reporters. Paul rattled off the first five games in 21 minutes in a near replica of what Sinner did to Casper Ruud Thursday, closing out the first set in less than half an hour. The last time Sinner lost a set 6-1 was in the quarter-finals of the US Open against Daniil Medvedev, a match he won on his way to his second Grand Slam triumph. Sinner looked a shadow of the player who dominated tennis throughout 2024 right up to the start of his suspension, which was agreed with the World Anti-Doping Agency in early February. But from nowhere he came roaring back in the second set, finally forcing Paul back with some deep baseline shots of his own and his first aces of the match to win the second set to love and level the match. It was a complete role reversal with Paul now the one being thrown around the court, the world No 12 winning just 12 points in the second set and looking bewildered at how quickly the momentum shifted. Paul then handed Sinner the initiative with his second double fault of the night in game two of the third set. The Italian eventually won nine games in a row and marched on to victory. Earlier, Jasmine Paolini continued her bid to win the women's singles and doubles titles in Rome after reaching her second final of the week, this time alongside fellow Italian Sara Errani. Paolini and Errani, the reigning doubles champions, will meet Veronika Kudermetova and Elise Mertens in the final Sunday, before which Paolini could already be crowed singles champion. Late bloomer Paolini takes on Coco Gauff Saturday aiming for her second 1000 series title at the age of 29 and to become the first Italian women to win in Rome since Raffaella Reggi in 1985.",sports
https://www.dhakatribune.com/sport/football/381439/villa-sink-spurs-to-bolster-champions-league-bid,Villa sink Spurs to bolster Champions League bid,"17 May 2025, 08:06 AM","2nd-half goals from Konsa and Kamara ensured Villa's battle to play in Europe's elite club competition will go down to the last day of the season Aston Villa bolstered their bid to qualify for the Champions League as they beat Tottenham Hotspur 2-0 to climb into fifth place in the Premier League Friday. Unai Emery's side had no margin for error at Villa Park as the race for top five places approaches a dramatic conclusion. Second-half goals from Ezri Konsa and Boubacar Kamara ensured Villa's battle to play in Europe's elite club competition will go down to the last day of the season. Fourth-placed Chelsea's 1-0 victory over Manchester United Friday means Villa still need sixth-placed Manchester City - one point behind Emery's men - to lose against Bournemouth in their game in hand Tuesday to be in control of their own destiny. Villa have won five of the last six games and one more victory at United on May 25 - plus a City loss in one of the remaining two matches - would seal their target of finishing in the top five. ""We won and we are on a run but still have work to do. We have to ready. We have a chance to play in the Champions League,"" Emery said. ""We were consistent, demanding and when we scored the first goal, they gave up. We needed to manage the 90 minutes and we worked it well.  ""We are in a good moment. We are being demanding. We can get Champions League - fantastic."" Tottenham were far more concerned with their own route into the Champions League - winning the Europa League final against United in Bilbao Wednesday. Languishing in 17th place after their 21st league defeat this term, Ange Postecoglou's troubled team are set for the worst finish since being relegated from the top-flight in 1976-77. Tottenham are without a win in their last six league matches, losing five times in that dismal streak. Already without injured trio Dejan Kulusevski, James Maddison, Lucas Bergvall for the final, Postecoglou rested a host of key players including Dominic Solanke, Cristian Romero and Rodrigo Bentancur. Postecoglou had admitted Tottenham could not afford any more fitness problems, but his understudies succumbed to the latest lacklustre loss in a woeful season that could end in the Australian's sacking regardless of the result against United. Before kick-off, Villa fans posed with a replica of the European Cup trophy the club won in 1982. That final triumph against Bayern Munich remains Villa's finest achievement, but this season's memorable run to the Champions League quarter-finals excited the club's supporters. For Villa to remain in contention for another campaign among Europe's elite, victory against Tottenham was essential. Tottenham captain Son Heung-min was back in the starting line-up after a month out injured and the South Korea forward went close early on, cutting in from the left flank for a curler that flashed over. Villa keeper Emiliano Martinez had to make an alert save to keep out Wilson Odobert's audacious back-heeled effort from Mathys Tel's cross. Emery's men hit back after those escapes and Morgan Rogers forced a superb save from Tottenham keeper Antonin Kinsky, who clawed away the midfielder's flick before it could bounce in. Villa's failure to make the breakthrough in the first half against a team with their minds elsewhere raised the tension levels after the interval, but Konsa eased the mounting anxiety in the 59th minute. John McGinn's corner was flicked on by Ollie Watkins and Konsa took advantage of Tottenham's slow response as he swept a composed finish past Kinsky. Villa went for the kill and Watkins' close-range shot was repelled by Kinsky's fine stop. Kamara put the result beyond doubt in the 73rd minute, taking Rogers' pass and lashing home from the edge of the area. RESULTS Villa 2 (Konsa 59, Kamara 73) Tottenham 0 Chelsea 1 (Cucurella 71) Man Utd 0",sports
https://www.dhakatribune.com/sport/football/381438/slot-s-mind-on-next-season-but-tight-lipped-on,Slot's mind on next season but tight-lipped on Frimpong pursuit,"17 May 2025, 07:56 AM","Liverpool are reportedly closing in on a deal for Frimpong as a replacement for Alexander-Arnold Arne Slot refused to comment on Liverpool's reported pursuit of Bayer Leverkusen defender Jeremie Frimpong, but the Reds boss is already working on plans to make the Premier League champions even stronger next season. Slot could afford the luxury of a trip to Ibiza this week with the club's record-equalling 20th English top-flight title long since wrapped up. Liverpool head to Brighton and Hove Albion Monday before hosting Crystal Palace on the final day of the Premier League season. Their cruise to the title has allowed the Dutchman to make an early start on preparations for next season. Liverpool are reportedly closing in on a deal for Dutch full-back Frimpong as a replacement for Trent Alexander-Arnold, who will leave his boyhood club at the end of the season at the end of his contract. Frimpong's Leverkusen team-mate Florian Wirtz has also been linked with a move to Anfield. But Slot said he would not comment on potential signings until the deals were completed. ""We don't talk about players we want to bring in in public until the moment they sign,"" he told reporters Friday. ""Even if you are celebrating over there (in Ibiza), it doesn't mean the whole day you aren't thinking about something else. ""A larger part of my mind now is already into next season, than it would have been had the next two games still been decisive for us. ""It's a normal situation that my thoughts, if I'm on the couch tonight, are more into next season than they would have been if the games were still very important."" England right-back Alexander-Arnold may not be the only player to depart in the coming months. Caoimhin Kelleher, Kostas Tsimikas, Harvey Elliott, Darwin Nunez and Federico Chiesa are among those facing uncertain futures. Italy forward Chiesa has struggled to make an impact despite being the only new signing of Slot's first season in charge. But Slot insisted the former Juventus star has just been unfortunate to be up against the in-form Mohamed Salah, Luis Diaz and Cody Gakpo in the battle for one of the two wide attacking roles in his team. ""Unfortunately for him he is in competition with Mo Salah when it is about the right wing but I think he can also play as a left-winger, but he has Gakpo and Diaz,"" Slot said. ""Is he (Chiesa) good enough to play for us? Yes he is. I have always felt Diaz, Gakpo and Salah deserved the confidence I had in them and I hardly ever changed that set-up between the three of them.""",sports
https://www.dhakatribune.com/sport/football/381437/arteta-ready-to-smash-transfer-budget-to-sign,Arteta ready to smash transfer budget to sign striker,"17 May 2025, 07:51 AM","Arteta's side have now gone 5 years without a trophy as they approach the end of a frustrating campaign marred by injuries to key forwards Havertz, Saka and Jesus Mikel Arteta is willing to break Arsenal's transfer budget in a bid to land a star striker to spearhead their Premier League title challenge next season. Arteta's side have now gone five years without a trophy as they approach the end of a frustrating campaign marred by injuries to key forwards Kai Havertz, Bukayo Saka and Gabriel Jesus. That trio, as well as influential midfielder Martin Odegaard, all missed substantial chunks of the season as Arsenal failed to keep pace with Premier League champions Liverpool before losing the Champions League semi-final against Paris Saint-Germain. A new striker is top of Arteta's wish-list with Havertz, who has not played for almost four months, still the club's top scorer in the league with just nine goals. Arsenal are believed to have at least £100m ($132m) at their disposal for new players and have been linked with RB Leipzig's Benjamin Sesko, Sporting Lisbon's Viktor Gyokeres and Newcastle United's Alexander Isak. After failing to lure England striker Ollie Watkins from Aston Villa during the January transfer window, Arteta is willing to do whatever it takes to get a new striker in the summer. ""The thing is that the budget is like when you have your wedding, you plan your wedding with your wife and you give her a budget and never less, and it's always more,"" Arteta told reporters Friday. ""When you build a house it's always more. Normally this happens. And you prepare for different scenarios. Then unfortunate things happen. Sometimes we want a player and suddenly we have an injury or that player gets injured. ""There are so many variables that can happen but there is a budget. There is always an idea of what we can do, what we can improve, what the priorities are going to be and then let's see if we can do it."" Amid speculation this week that Arteta and Arsenal sporting director Andrea Berta, who replaced Edu in March, have disagreed over which striker to pursue, the manager insisted their relationship is fine. ""Well, if that happens, that means that we cannot explain ourselves well enough, and we are not clear enough on what we want, and I guarantee you that hasn't happened,"" he said. ""It didn't happen in five and a half years with Edu, and I guarantee you it hasn't happened with Andrea. ""We have learned a lot and some of them (transfers) have worked really well and others have not. So we have to make sure that we make the right calls.  ""But we are all human beings and unfortunately, nobody has got a crystal ball here. ""But Andrea is someone who is very driven, very clear in his ideas, in his vision and how we want to achieve it."" Second-placed Arsenal, who host third-placed Newcastle Sunday, head into the final two matches of the season needing just two points to be assured of Champions League qualification. However, with their superior goal difference, one point should be enough for Arsenal to secure a top-five finish.",sports
https://www.dhakatribune.com/sport/cricket/381435/bangladesh-storm-into-saff-u-19-championship-final,Bangladesh storm into SAFF U-19 Championship final,"16 May 2025, 11:52 PM","Defending champions Bangladesh stormed into the final of SAFF U-19 Championship beating Nepal by 2-1 Defending champions Bangladesh stormed into the final of SAFF U-19 Championship beating Nepal by 2-1 goals in the exciting first semifinal match held Yupia-based Golden Jubilee Outdoor Stadium in Arunachal Pradesh, India today (Friday). Bangladesh will now play the final match against the second semi-final winners either India or Maldives. The final will be held on Sunday (May 18) at the same venue.  After the barren first half, Bangladesh fought back strongly and scored two goals in span of seven minutes. Ashiqur Rahman finally broke the deadlock for scoring the first goal for Bangladesh in the 74th minute as he sent the ball to the net with a brilliant header capitalizing on a corner from Nazmul Huda at left flank. Captain Nazmul Huda Faisal doubled the lead for Bangladesh in the 81st minute. Substitute Manik, after dodging past a Nepalese defender, provided a pass to unmark Faisal who made no mistake to tap the ball to the net with a perfect finishing.  The match saw a tense finish as Sujan Dungol reduced the margin for Nepal in the 87th minute but Bangladesh did not allow Nepal further slip-up.   Earlier, the Bengal Tigers played out to a 2-2 with Maldives in their opening group match but they blanked Bhutan 3-0 in the second match to emerge as group A champions.",sports
https://www.dhakatribune.com/sport/cricket/381406/starc-opts-out-of-return-to-ipl,Starc opts out of return to IPL,"16 May 2025, 02:59 PM","Starc told the Capitals he won't return, freeing him up to focus on the build-up to his country's World Test Championship final against South Africa on June 11 at Lord's Australian fast bowler Mitchell Starc will not return to the disrupted Indian Premier League, reports said Friday, while England's former white-ball captain Jos Buttler will leave before the playoffs. The world's richest cricket tournament was suspended last week because of a brief but deadly conflict between nuclear-armed neighbours India and Pakistan. The competition will resume Saturday but faces losing several top stars for the closing stages because of clashes with the schedules of international teams including Australia, England and South Africa. Four days of drone, missile and artillery exchanges from May 7 left around 70 people, including dozens of civilians, dead on both sides of the border. Starc's Delhi Capitals were playing in Dharamshala when a match was abandoned because of what officials said was floodlight failure. Dharamshala is less than 200 kilometres (125 miles) from the town of Jammu, where explosions were reported hours earlier the same day. The stadium was swiftly evacuated and players including the 35-year old Starc whisked out of the ground in the team bus. Starc told the Capitals that he will not return, Australian media reported, freeing him up to focus on the build-up to his country's World Test Championship final against South Africa on June 11 at Lord's. There was no immediate confirmation from the Delhi team or the IPL. Australia captain Pat Cummins and star batter Travis Head will both return to India, but the plans of other Australians is unclear. The league's suspension has thrown its schedule off kilter, with the playoffs now starting later and the final moved back nine days to June 3. Gujarat Titans top the 10-team table and are almost sure to reach the playoffs starting May 29. But wicket-keeper Buttler will leave the team after the group stage and will be replaced by the Sri Lankan Kusal Mendis, allowing the Englishman to be available for the first One Day International against the West Indies. England all-rounders Jacob Bethell and Will Jacks, who play for Royal Challengers Bengaluru and Mumbai Indians respectively, are also expected to leave the IPL early, the BBC reported. South African players also look set to miss the playoff phase should their teams get there. South Africa has said its players must leave India by May 26 so they can prepare for the WTC final. ""As it stands, we're not budging on this,"" coach Shukri Conrad said this week.",sports
https://www.dhakatribune.com/sport/football/381392/how-flick-s-barca-wrestled-laliga-back-from-real,How Flick's Barca wrestled LaLiga back from Real Madrid,"16 May 2025, 09:24 AM","Barca clinched the Spanish title Thursday for the 28th time in the club's history, but only the 2nd occasion in the last 6 years Barcelona clinched the Spanish title Thursday for the 28th time in the club's history, but only the second occasion in the last six years. Hansi Flick's hugely entertaining side beat Espanyol 2-0 to take the crown with two matches to spare. Let’s break down the ways the German coach helped the Catalan giants reclaim the Spanish throne from arch-rivals Real Madrid. Awesome attack Flick's thrilling attacking outfit this season have shredded nearly every side to cross their path. Barca scored 97 goals in 36 games to power to the title, 23 more than second-placed Real. A 7-0 thrashing of Valladolid in August set out their intentions, and they hit four goals or more in 13 league matches. The brilliant Lamine Yamal, still only 17, excelled, feeding veteran striker Robert Lewandowski and dynamic winger Raphinha. The Brazilian, who Flick convinced to stay at the club, had his best ever season and credits his coach with changing his career. Yamal provided the most assists in Spain with 13, while Lewandowski notched 25 goals and Raphinha got 18 while setting up nine himself. Flick's high defensive line has been a key feature of the team's approach, which sometimes costs them at the back, but largely keeps opponents under pressure, including Real in last weekend's Clasico. ""For 24 minutes Real Madrid didn't touch the ball in our half...how we press them when they have the ball, it's unbelievable...we can be very proud of that,"" said Flick.   Mentality shift Flick's predecessor Xavi Hernandez made every excuse under the sun - and even including the sun - last season as Barca failed to win a single trophy. This year the Catalans claimed a domestic treble and Flick has largely insisted on avoiding blaming external factors when his team has struggled. That helped Barca players realise that what they achieve, or not, is up to them and has given them the strength to turn around adverse situations. Barca have pulled off several impressive comebacks this season, including from two goals down against Real to triumph 4-3 in the most recent Clasico on May 11. ""The team's mentality is incredible,"" said Flick after securing a fourth Clasico victory from four meetings this season. Furthermore the team no longer looks weighed down by expectations or pressure and instead are focused on enjoying themselves on the pitch - contributing to their attractive, flair-filled football. Perfect Pedri Pedri Gonzalez has a strong case for being the world's best midfielder right now and after injury-ravaged years him staying fit for the whole season has been vital for Barca. ""For me, Pedri is absolutely incredible - I'm on my knees for him,"" said former Arsenal coach Arsene Wenger. The Canary Islander, 22, has been the heartbeat of Flick's Barca, both in an attacking sense but also defensively, given the team operates without a holding midfielder following injuries to Marc Bernal and Marc Casado. Pedri's lithe form and quick-thinking allows him to get out of trouble quickly and helps Barca spring forward on the counter. Levels raised Flick boosted Barca's fitness levels and confidence across the board and his faith in players who struggled last season has been paid back in spades. The German insisted on keeping Eric Garcia and the centre-back has impressed when given opportunities, even playing out of position. Ferran Torres has helped the stellar forward trio rest and is the team's third top goalscorer and third top assist provider in LaLiga. Most importantly, Inigo Martinez struggled last season but has been a cornerstone of the defence alongside teenager Pau Cubarsi, becoming a true leader. Winter blues bounce-back Despite an excellent start to the season, in November and December last year Barca slumped. The Catalans won just once in a seven-match spell in that period, losing against minnows Leganes and Las Palmas at home. Their lead crumbled, with Atletico usurping them after beating Barca just before Christmas. Flick took action, deploying the fit-again Frenkie de Jong in midfield over Casado and installing Wojciech Szczesny in goal in place of Inaki Pena. Barca came back strongly and went on a run of 24 matches unbeaten over all competitions to get back in the driving seat for the title.",sports
https://www.dhakatribune.com/sport/formula-one/381388/hamilton-admits-he-underestimated-ferrari,Hamilton admits he underestimated Ferrari challenge,"16 May 2025, 09:02 AM","After 6 races this year, he is still seeking a 1st podium finish in a GP and is 7th in the drivers' title race Lewis Hamilton admitted Thursday that he had underestimated how difficult it would be for him to adapt to life with Ferrari after 12 years with Mercedes.  The 40-year old seven-time world champion won six of his championships with the “silver arrows” before his sensational exit last year.  ""I anticipated it would be very tough because I’ve joined a team before and I came in with a really open mind. ""I just didn't know how tough it was going to be,"" he admitted at Imola ahead of this weekend's Emilia Romagna Grand Prix. ""I knew it was going to be challenging and it's as challenging as it could ever be on all fronts."" After six races this year, he is still seeking a first podium finish in a Grand Prix and is seventh in the drivers' title race behind Kimi Antonelli, the Italian teenager who replaced him at Mercedes.  Hamilton cut a low-key figure on arrival in the paddock at the Autodromo Enzo e Dino Ferrari, the team's home circuit, and conceded that ""there’s still a lot of work that needs to be done"" if he is to revive his form.  ""The championship?"" he said. ""There's still a long, long way to go. From all my years of experience, when you’re over 100 points behind at this point in the season, with a car that's up against a car (McLaren) that is dominant, you have to assume that you're not necessarily fighting for a championship win. ""But things can turn around."" Hamilton trails series leader Oscar Piastri of McLaren by 90 points. Ferrari plan to add an upgrade package to their car this weekend with a major one expected in Spain in two weeks' time, but Hamilton said he is unsure of their value or potential. ""At the moment, we don't know, but we want to get closer and we can't shut the door on any ideas. We have to keep our eyes and our heads up and stay vigilant.  ""We have to push with the expectation and goal of winning, finding the tenths to turn things around. You have to believe it."" Teammate Charles Leclerc withdrew from his media duties Thursday due to illness. In a statement Ferrari confirmed that the Monegasque driver was out of sorts but was expected to be fit to drive Friday.  ""Charles is feeling unwell and will not be coming to the track,"" it said. ""He will rest and focus on recovering and we expect him to be in the car."" Leclerc's absence added to the Italian team's woes ahead of their first “home” race of the season. Ferrari, with marquee signing Hamilton struggling to shine, are already 152 points adrift of leaders McLaren in the constructors' championship after finishing last season only 14 points behind them. After six races, they have only registered one podium finish – Leclerc taking third place at the Saudi Arabian Grand Prix in April – and one sprint victory, by Hamilton in China. Leclerc is in his seventh year with Ferrari after joining from Sauber in 2018 and is widely thought to be one of the fastest drivers in the paddock, but without a car to match his talents.  He has won eight Grands Prix with Ferrari and claimed 44 podium finishes and 26 pole positions, but he has been unable to overcome the dominance of four-time champion Max Verstappen and Red Bull in the “ground effect” era.",sports
https://www.dhakatribune.com/sport/football/381387/de-bruyne-seeks-fitting-city-farewell-in-fa-cup,De Bruyne seeks fitting City farewell in FA Cup final,"16 May 2025, 08:56 AM","A 6-time Premier League winner, De Bruyne could add a 3rd FA Cup to his 5 League Cups and 2023 Champions League win with City Kevin De Bruyne can add another honour to his haul as Manchester City's most decorated player of all time with a fitting farewell in Saturday's FA Cup final against Crystal Palace. The Belgian's trophy-littered decade in Manchester will come to an end at the conclusion of the Premier League season. But Wembley's showpiece is the 33-year old's final chance to lift silverware at the club where he grew into one of world's best players. A six-time Premier League winner, De Bruyne could add a third FA Cup to his five League Cups and 2023 Champions League win with City. He has expressed his ""surprise"" that City did not seek to extend his stay, filled with the belief that he can still perform at the highest level. De Bruyne rolled back the years when City rallied from 2-0 down to thrash Palace 5-2 just last month with a goal and an assist. City will be hoping for more of the same to give him a fitting farewell and save some face from a season to forget for Pep Guardiola's men. After an unprecedented run of four consecutive Premier League titles, City are 18 points adrift of champions Liverpool and embroiled in a battle just to finish in the top five to secure a place in next season's Champions League. De Bruyne's decline has played a factor in City's downturn. Of his 108 goals and 177 assists for the club in 419 appearances, only six and eight respectively have come this season. However, he remains ""irreplaceable"" due to his impact in City's rise to being the dominant force in English football, according to the club's prolific striker Erling Haaland. ""To get the balls from him is a dream,"" said Haaland. ""It has been really special playing with him. Such a joy, and I am going to do everything I can to have this joy in the last few games. ""The future will be different with different players. When Kevin leaves we will need someone to replace him, although Kevin is irreplaceable in so many ways."" Guardiola has appeared almost apologetic for overlooking De Bruyne at times this season as he searched for solutions to fill the gaps in City's ageing midfield. ""The gratitude I have, we have, is huge,"" said Guardiola. ""Kevin is the player in the history of the club with the most titles and that defines what Kevin has done with us."" A giant mural of De Bruyne alongside his trophy haul as a City player was unveiled in Manchester city centre Thursday. Guardiola has suggested a statue outside the club's Etihad Stadium is also just a matter of time. But after a decade most characterised by a relentless thirst to keep on winning, the most fitting tribute would be for De Bruyne to go out with another medal around his neck. ""The whole team only has one thought and that’s to try and get the trophy and to make the day special for Kevin,"" said City midfielder Mateo Kovacic. ""For what he’s done, he deserves to leave like a champion which he obviously is. ""He is a massive figure in City’s success, and he will be remembered as one of the best.""",sports
https://www.dhakatribune.com/sport/cricket/381386/west-indies-issues-la-2028-olympic-cricket-plea,West Indies issues LA 2028 Olympic cricket plea,"16 May 2025, 07:48 AM","LA 2028 will see cricket returning to the Olympics for the 1st time since 1900, with a 6-team T20 event in both the men's and women's game set to be included in the programme Cricket West Indies have urged the International Cricket Council to give Caribbean nations a chance to qualify for the 2028 Los Angeles Games and avoid the region being ""shut out of history"". LA 2028 will see cricket returning to the Olympics for the first time since 1900, with a six-team Twenty20 event in both the men's and women's game set to be included in the programme. The ICC, cricket's global governing body, have yet to announce the qualification process but there are concerns in the West Indies, long one of the sport's established major international teams and the one closest geographically to Los Angeles, that their constituent countries could be excluded. That's because while the likes of Barbados, Jamaica - the home of Games sprint great Usain Bolt - Antigua and Barbuda and Trinidad and Tobago compete under the West Indies banner when it comes to international cricket, those territories are all individual entities at an Olympics. So if cricket qualification for LA 2028 is to be decided primarily on the basis of world rankings, the event could go ahead without any Caribbean involvement at all. ""All we are asking is that our individual nations' exceptional Olympic legacy be considered in the conversation,"" CWI chief executive Chris Dehring said Thursday.  ""Our nations have proudly flown their individual flags atop Olympic podiums as perennial gold medallists.  ""Now, with cricket's inclusion, we must ensure that our cricketers are not shut out of history. We are ready to collaborate. We are ready to compete. But above all, we are asking for fairness."" CWI appear to accept there is no prospect of the International Olympic Committee allowing a West Indies team to compete at LA 2028, even though their men's side were T20 world champions in 2012 and 2016 - when the women took the equivalent female global title.   But in a letter to the ICC, CWI suggested two possible routes for regional representation. The first would see an inter-Caribbean qualifying tournament should the West Indies men or women find themselves in a qualifying position, allowing the winner to take the region's spot.In the second, a dedicated regional qualifying process involving each of the West Indies independent nations would take place. CWI president Kishore Shallow added: ""The Caribbean has always punched above its weight at the Olympics, inspiring the world with our athletic brilliance. ""Cricket's return to the Games in 2028 must not exclude our young cricketers from the same dream that has inspired our athletes.""",sports
